movie_title,movie_id,color,director_id,num_critic_for_reviews,duration,gross,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
The Game Plan,492956,Color,435,112.0,110,90636983.0,44021,0,"['family relationships', 'football movie', 'publicist', 'sports team', 'tween girl']",http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,83.0,English,USA,PG,22000000.0,2007,6.2,2.35
The Bridges of Madison County,112579,Color,315,69.0,135,70960517.0,54631,0,"['1960s', 'bridge', 'housewife', 'love', 'photographer']",http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1,192.0,English,USA,PG-13,35000000.0,1995,7.5,1.85
The Animal,255798,Color,614,75.0,84,55762229.0,47383,1,"['camera focus on a female butt', 'cartoon on tv', 'forest', 'hairy buttocks', 'seal the animal']",http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,132.0,English,USA,PG-13,22000000.0,2001,4.8,1.85
Gandhi,83987, Black and White,741,95.0,240,0.0,171726,0,"['british', 'india', 'indian', 'muslim', 'pakistan']",http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,256.0,English,UK,PG,22000000.0,1982,8.1,2.35
The Hundred-Foot Journey,2980648,Color,631,180.0,122,54235441.0,52894,3,"['chef', 'haute cuisine', 'indian cuisine', 'michelin guide', 'restaurant']",http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,185.0,English,USA,PG,22000000.0,2014,7.3,2.35
The Net,113957,Color,557,53.0,114,50728000.0,48909,0,"['chat room', 'computer', 'computer hacker', 'identity', 'identity theft']",http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1,166.0,English,USA,PG-13,22000000.0,1995,5.8,1.85
I Am Sam,277027,Color,863,129.0,132,40270895.0,121937,0,"['child custody', 'custody battle', 'disability', 'mentally impaired man', 'single father']",http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,431.0,English,USA,PG-13,22000000.0,2001,7.6,1.85
Son of God,3210686,Color,864,61.0,170,59696176.0,15448,1,"['bare chested male bondage', 'crucifixion', 'loincloth', 'reference to god', 'resurrection']",http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,174.0,English,USA,PG-13,22000000.0,2014,5.6,2.35
Underworld,320691,Color,151,226.0,133,51483949.0,208092,0,"['blood', 'death', 'hybrid', 'vampire', 'werewolf']",http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,806.0,English,UK,R,22000000.0,2003,7.0,2.35
Derailed,398017,Color,300,116.0,112,36020063.0,62584,2,"['drink', 'hotel', 'police', 'staged rape', 'thief']",http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375.0,English,USA,R,22000000.0,2005,6.6,2.35
The Informant!,1130080,Color,145,248.0,108,33313582.0,52888,1,"['compulsive liar', 'fbi', 'informant', 'investigation', 'spy']",http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,175.0,English,USA,R,21000000.0,2009,6.5,1.85
Shadowlands,108101,Color,741,23.0,115,25842000.0,13455,0,"['author', 'book', 'england', 'friend', 'oxford']",http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,87.0,English,UK,PG,22000000.0,1993,7.4,2.35
Deuce Bigalow: European Gigolo,367652,Color,865,98.0,83,22264487.0,41239,0,"['dolphin', 'gigolo', 'pimp', 'serial killer', 'villain arrested']",http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,166.0,English,USA,R,22000000.0,2005,4.6,1.85
Delivery Man,2387559,Color,641,168.0,105,30659817.0,59805,10,"['children', 'identity', 'lawsuit', 'lawyer', 'sperm donor']",http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,26000000.0,2013,6.4,2.35
Victor Frankenstein,1976009,Color,866,159.0,110,5773519.0,28621,2,"['assistant', 'experiment', 'frankenstein', 'medical student', 'scientist']",http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91.0,English,USA,PG-13,40000000.0,2015,6.0,2.35
Our Kind of Traitor,1995390,Color,622,134.0,108,3108216.0,2587,2,"['based on novel', 'male frontal nudity', 'male nudity', 'male rear nudity']",http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,21.0,English,UK,R,0.0,2016,6.4,2.35
Saving Silverman,239948,Color,196,97.0,96,19351569.0,33287,1,"['female nudity', 'friend', 'kidnapping', 'love', 'nun']",http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,201.0,English,USA,PG-13,22000000.0,2001,5.9,1.85
Diary of a Wimpy Kid: Dog Days,2023453,Color,92,88.0,94,49002815.0,15665,2,"['best friend', 'camping', 'country club', 'no opening credits', 'summer vacation']",http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35.0,English,USA,PG,22000000.0,2012,6.4,2.35
Summer of Sam,162677,Color,427,85.0,142,19283782.0,31227,0,"['distrust', 'fear', 'murder', 'neighborhood', 'new york city']",http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,354.0,English,USA,R,22000000.0,1999,6.6,1.85
Jay and Silent Bob Strike Back,261392,Color,597,181.0,104,30059386.0,128593,5,"['internet', 'jay and silent bob', 'new jersey', 'orangutan', 'police']",http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,867.0,English,USA,R,22000000.0,2001,6.9,2.35
The Island,399201,Color,27,257.0,136,35799026.0,263336,1,"['clone', 'environment', 'escape', 'island', 'lottery']",http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,126000000.0,2005,6.9,2.35
The Glass House,221218,Color,867,95.0,106,17951431.0,25462,1,"['car', 'car accident', 'death', 'friend', 'glass']",http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,200.0,English,USA,PG-13,30000000.0,2001,5.8,2.35
"Hail, Caesar!",475290,Color,595,423.0,106,29997095.0,60926,5,"['50s', 'film within a film', 'hollywood', 'illegitimate pregnancy', 'twins']",http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,302.0,English,UK,PG-13,22000000.0,2016,6.4,1.85
Josie and the Pussycats,236348,Color,868,93.0,98,14252830.0,18900,0,"['based on tv series', 'fictional band', 'girl band', 'music industry', 'pop band']",http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,242.0,English,Canada,PG-13,22000000.0,2001,5.3,1.85
Homefront,2312718,Color,439,203.0,100,19783777.0,82804,1,"['biker', 'biker gang', 'dea', 'dea agent', 'fight']",http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,154.0,English,USA,R,22000000.0,2013,6.5,2.35
The Little Vampire,192255,Color,869,38.0,95,13555988.0,7242,1,"['boy', 'pushed off a cliff', 'rat', 'secret passage', 'vampire']",http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,38.0,English,Germany,PG,22000000.0,2000,5.7,1.85
I Heart Huckabees,356721,Color,353,183.0,107,12784713.0,56813,11,"['coincidence', 'cult film', 'overalls', 'suburb', 'vomiting']",http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,381.0,English,USA,R,22000000.0,2004,6.7,2.35
RoboCop 3,107978,Color,870,75.0,104,10696210.0,35018,0,"['android', 'corporation', 'ninja', 'police', 'robocop']",http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,23500000.0,1993,3.9,1.85
Megiddo: The Omega Code 2,263728,Color,871,18.0,104,5974653.0,2253,0,"['armageddon', 'battle', 'end times', 'reference to satan', 'sequel']",http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,22000000.0,2001,4.1,1.85
Darling Lili,65611,Color,872,22.0,143,5000000.0,1547,2,"['crepe suzette', 'french', 'mata hari spoof', 'song', 'spy']",http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,50.0,English,USA,G,25000000.0,1970,6.2,2.35
Dudley Do-Right,160236,Color,620,41.0,77,9694105.0,8176,0,"['gold', 'gold rush', 'mirror', 'police officer', 'singer']",http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77.0,English,USA,PG,22000000.0,1999,3.8,2.35
The Transporter Refueled,2938956,Color,752,148.0,96,16027866.0,26767,0,"['airfield', 'car', 'car stunt', 'driver', 'private jet']",http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,121.0,English,France,PG-13,25000000.0,2015,5.1,2.35
The Libertine,375920,Color,873,111.0,114,4829497.0,31433,1,"['ambassador', 'charles ii', 'earl', 'mistress', 'poet']",http://www.imdb.com/title/tt0375920/?ref_=fn_tt_tt_1,260.0,English,UK,R,0.0,2004,6.4,2.35
Black Book,389557,Color,170,231.0,145,4398392.0,59507,1,"['boat', 'escape', 'hiding', 'nazi', 'resistance']",http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,232.0,Dutch,Netherlands,R,21000000.0,2006,7.8,2.35
Joyeux Noel,424205,Color,874,115.0,116,1050445.0,21394,0,"['christmas', ""no man's land"", 'soldier', 'trench', 'world war one']",http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,147.0,French,France,PG-13,22000000.0,2005,7.8,2.35
Hit and Run,2097307,Color,875,176.0,100,13746550.0,29322,5,"['gay cop', 'getaway driver', 'masturbation', 'penis', 'witness protection']",http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104.0,English,USA,R,2000000.0,2012,6.1,2.35
Mad Money,951216,Color,756,98.0,104,20668843.0,16831,3,"['bank', 'federal reserve bank', 'money', 'security guard', 'shredder']",http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,54.0,English,USA,PG-13,22000000.0,2008,5.8,2.35
Before I Go to Sleep,1726592,Color,876,149.0,92,2963012.0,48873,1,"['amnesia', 'female nudity', 'infidelity', 'nudity', 'therapist']",http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,105.0,English,UK,R,22000000.0,2014,6.3,2.35
Sorcerer,76740,Color,399,84.0,92,0.0,9513,0,"['fire', 'jungle', 'money', 'oil drilling', 'truck']",http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,116.0,English,USA,PG,12000000.0,1977,7.7,1.85
Stone,1423995,Color,877,138.0,105,1796024.0,34985,1,"['arsonist', 'blood splatter on face', 'deception', 'parole', 'parole officer']",http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135.0,English,USA,R,22000000.0,2010,5.4,2.35
Molière,796335,Color,731,78.0,120,634277.0,5166,1,"['deathbed', 'play', 'playwright', 'prison', 'theater']",http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,27.0,French,France,PG-13,16000000.0,2007,7.3,2.35
Out of the Furnace,1206543,Color,412,288.0,116,11326836.0,83171,0,"['ambiguous ending', 'brother brother relationship', 'drug dealer', 'fight club', 'revenge']",http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231.0,English,USA,R,22000000.0,2013,6.8,2.35
Michael Clayton,465538,Color,127,299.0,119,49024969.0,133367,0,"['attorney', 'debt', 'fixer', 'law', 'law firm']",http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363.0,English,USA,R,25000000.0,2007,7.3,2.35
My Fellow Americans,117119,Color,221,27.0,101,22294341.0,12278,3,"['gay pride', 'highway travel', 'president', 'road movie', 'u.s. president']",http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,71.0,English,USA,PG-13,21500000.0,1996,6.5,1.85
Arlington Road,137363,Color,520,155.0,117,24362501.0,69980,1,"['death', 'fbi', 'fbi agent', 'neighbor', 'professor']",http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,591.0,English,USA,R,21500000.0,1999,7.2,2.35
Underdogs,1634003,Color,878,82.0,106,0.0,6920,4,"['funfair', 'luna park', 'table football', 'toy comes to life', 'wig']",http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,22.0,Spanish,Spain,PG,22000000.0,2013,6.7,2.35
To Rome with Love,1859650,Color,683,275.0,112,16684352.0,67893,0,"['architect', 'celebrity', 'prostitute', 'shower', 'tourist']",http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163.0,English,USA,R,17000000.0,2012,6.3,1.85
Firefox,83943,Color,315,43.0,136,46700000.0,19832,1,"['fighter plane', 'jet fighter', 'refueling', 'russia', 'soviet union']",http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98.0,English,USA,PG,21000000.0,1982,5.9,2.35
South Park: Bigger Longer & Uncut,158983,Color,879,163.0,81,52008288.0,162037,1,"['boy', 'canada', 'hell', 'misunderstanding', 'refrence to liza minnelli']",http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,928.0,English,USA,R,21000000.0,1999,7.8,1.85
Teenage Mutant Ninja Turtles III,108308,Color,880,60.0,96,42660000.0,25086,0,"['battle', 'japan', 'magic', 'samurai', 'turtle']",http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87.0,English,USA,PG,17000000.0,1993,4.8,1.85
Hardball,180734,Color,345,85.0,106,40219708.0,22649,3,"['coach', 'gambling', 'housing project', 'little league', 'little league baseball']",http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131.0,English,USA,PG-13,21000000.0,2001,6.3,1.85
Silver Linings Playbook,1045658,Color,353,539.0,122,132088910.0,533607,0,"['adulterous wife', 'bipolar disorder', 'obsessive compulsive personality disorder', 'unhappy marriage', 'widow']",http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692.0,English,USA,R,21000000.0,2012,7.8,2.35
Freedom Writers,463998,Color,466,84.0,123,36581633.0,52533,1,"['gang violence', 'high school', 'journal', 'marriage', 'teacher']",http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,235.0,English,Germany,PG-13,21000000.0,2007,7.5,1.85
For Colored Girls,1405500,Color,781,75.0,133,37721949.0,6067,0,"['african american protagonist', 'female protagonist', 'multi protagonist', 'poem', 'three word title']",http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73.0,English,USA,R,0.0,2010,6.0,1.85
The Transporter,293662,Color,106,171.0,92,25296447.0,237248,0,"['bar', 'gunfight', 'human trafficking', 'mixed martial arts', 'tire iron']",http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,460.0,English,France,PG-13,21000000.0,2002,6.8,2.35
Never Back Down,1023111,Color,750,140.0,110,24848292.0,80556,1,"['club', 'fight', 'fighting', 'high school', 'mixed martial arts']",http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,20000000.0,2008,6.6,2.35
The Rage: Carrie 2,144814, Black and White,881,85.0,104,17757087.0,13065,1,"['high school', 'party', 'prom', 'suicide', 'teenage girl']",http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,253.0,English,USA,R,21000000.0,1999,4.6,1.85
The Bachelor,313038,Color,107,5.0,60,0.0,4398,0,"['bachelor', 'seeking love', 'single guy', 'tv host', 'women rivals for man']",http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1,33.0,English,USA,0,3000000.0,0,2.9,0.0
Away We Go,1176740,Color,3,217.0,98,9430988.0,45992,2,"['baby', 'children', 'friend', 'love', 'road trip']",http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,115.0,English,USA,R,17000000.0,2009,7.1,2.35
Swing Vote,1027862,Color,882,131.0,120,16284360.0,15079,1,"['ballot', 'election', 'new mexico', 'vote', 'voting']",http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,79.0,English,USA,PG-13,21000000.0,2008,6.1,2.35
Moonlight Mile,179098,Color,173,111.0,112,6830957.0,11983,3,"['1970s', 'death', 'district attorney', 'fiancee', 'watching television']",http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,21000000.0,2002,6.7,2.35
Tinker Tailor Soldier Spy,1340800,Color,883,466.0,127,24104113.0,149066,1,"['cold war', 'hungary', 'mole', 'spy', 'woman on top']",http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,517.0,English,France,R,20000000.0,2011,7.1,2.35
Molly,143746,Color,884,16.0,102,15593.0,2295,1,"['autism', 'experimental surgery', 'female nudity', 'forename as title', 'regression']",http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,40.0,English,USA,PG-13,21000000.0,1999,5.8,1.85
The Beaver,1321860,Color,765,276.0,91,958319.0,39764,0,"['beaver puppet', 'depression', 'dysfunctional family', 'puppet', 'speech']",http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148.0,English,USA,PG-13,21000000.0,2011,6.7,2.35
The Best Little Whorehouse in Texas,83642,Color,885,11.0,114,69700000.0,7748,2,"['chicken', 'governor', 'locker room', 'sheriff', 'texas']",http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,48.0,English,USA,R,35000000.0,1982,5.8,2.35
eXistenZ,120907,Color,459,196.0,115,2840417.0,77493,0,"['assassin', 'game', 'game designer', 'pod', 'virtual reality']",http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,527.0,English,Canada,R,31000000.0,1999,6.8,1.85
Raiders of the Lost Ark,82971,Color,36,234.0,115,242374454.0,661017,1,"['archeological dig', 'archeologist', 'ark of the covenant', 'egypt', 'nazi']",http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771.0,English,USA,PG,18000000.0,1981,8.5,2.35
Home Alone 2: Lost in New York,104431,Color,121,37.0,120,173585516.0,200077,2,"['airport', 'christmas', 'florida', 'new york city', 'toy store']",http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189.0,English,USA,PG,18000000.0,1992,6.6,1.85
Close Encounters of the Third Kind,75860,Color,36,171.0,135,128300000.0,139288,0,"['alien', 'close encounter of the third kind', 'mothership', 'ufo', 'vision']",http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339.0,English,USA,PG,19400870.0,1977,7.7,2.35
Pulse,454919,Color,886,148.0,90,20259297.0,24969,0,"['cell phone', 'computer', 'computer hacker', 'e mail', 'technology']",http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,20000000.0,2006,4.7,2.35
Beverly Hills Cop II,92644,Color,158,50.0,100,153665036.0,84824,1,"['detective', 'police', 'police chief', 'robbery', 'tall woman']",http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95.0,English,USA,R,28000000.0,1987,6.4,2.35
Bringing Down the House,305669,Color,229,121.0,105,132541238.0,30058,2,"['divorce', 'lawyer', 'spanking', 'villain arrested', 'wrongful conviction']",http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,33000000.0,2003,5.5,2.35
The Silence of the Lambs,102926,Color,239,185.0,138,130727000.0,887467,0,"['case file', 'fbi agent', 'psycho thriller', 'psychopath', 'serial killer']",http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916.0,English,USA,R,19000000.0,1991,8.6,1.85
Wayne's World,105793,Color,887,61.0,94,121697350.0,114610,2,"['basement', ""lead actor's first film"", 'long hair', 'public access', 'title directed by female']",http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,20000000.0,1992,7.0,1.85
Jackass 3D,1116184,Color,888,156.0,101,117224271.0,47794,1,"['full frontal male nudity', 'man wearing a jock strap', 'man wearing a thong', 'rear male nudity', 'stripped prison uniform']",http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81.0,English,USA,R,20000000.0,2010,7.1,1.78
Jaws 2,77766,Color,889,75.0,131,102922376.0,51314,0,"['great white shark', 'island', 'mayor', 'police chief', 'shark']",http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265.0,English,USA,PG,20000000.0,1978,5.7,2.35
Beverly Hills Chihuahua,1014775,Color,148,100.0,91,94497271.0,17829,1,"['chihuahua', 'german shepherd', 'mexico', 'potted plant', 'tijuana mexico']",http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99.0,English,USA,PG,20000000.0,2008,3.7,2.35
The Conjuring,1457767,Color,32,511.0,112,137387272.0,300110,0,"['based on true story', 'farmhouse', 'paranormal investigator', 'rhode island', 'supernatural power']",http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807.0,English,USA,R,20000000.0,2013,7.5,2.35
Are We There Yet?,368578,Color,346,75.0,95,82301521.0,22679,2,"['car fire', 'children', 'cockroach', 'independent film', 'new year']",http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149.0,English,USA,PG,32000000.0,2005,4.6,1.85
Tammy,2103254,Color,740,148.0,100,84518155.0,35965,0,"['alcoholic', 'grandmother', 'highway travel', 'niagara falls', 'on the road']",http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144.0,English,USA,R,20000000.0,2014,4.9,1.85
Disturbia,486822,Color,230,253.0,105,80050171.0,186984,0,"['binoculars', 'electronic tag', 'house arrest', 'neighbor', 'watching someone']",http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,20000000.0,2007,6.9,1.85
School of Rock,332379,Color,762,204.0,108,81257845.0,210680,1,"['battle of the bands', 'rock band', 'school teacher', 'substitute teacher', 'teacher']",http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,35000000.0,2003,7.1,1.85
Mortal Kombat,113855,Color,206,72.0,101,70360285.0,81783,0,"['based on video game', 'island', 'mortal kombat', 'tournament', 'warrior']",http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283.0,English,USA,PG-13,18000000.0,1995,5.8,1.85
Wicker Park,324554,Color,866,98.0,114,12831121.0,44979,0,"['flashback', 'flashback within a flashback', 'multiple perspectives', 'obsession', 'split screen']",http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298.0,English,USA,PG-13,30000000.0,2004,7.0,2.35
White Chicks,381707,Color,329,62.0,109,69148997.0,98794,4,"['african american', 'crossdresser', 'fbi', 'undercover', 'vomiting']",http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251.0,English,USA,PG-13,37000000.0,2004,5.4,1.85
The Descendants,1033575,Color,677,549.0,115,82624961.0,205284,0,"['boating accident', 'daughters', 'father daughter relationship', 'hospital', 'marriage']",http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439.0,English,USA,R,20000000.0,2011,7.3,2.35
Holes,311289, Black and White,216,106.0,117,67325559.0,58222,0,"['bad luck', 'camp', 'curse', 'digging', 'hole']",http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331.0,English,USA,PG,20000000.0,2003,7.1,1.85
The Last Song,1294226,Color,525,123.0,107,62933793.0,62421,1,"['beach', 'fire', 'love', 'pianist', 'summer']",http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185.0,English,USA,PG,20000000.0,2010,5.8,2.35
12 Years a Slave,2024544,Color,890,597.0,134,56667870.0,439176,0,"['racism', 'separation from family', 'social injustice', 'torture', 'whipping']",http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695.0,English,USA,R,20000000.0,2013,8.1,2.35
Drumline,303933,Color,707,64.0,118,56398162.0,28649,0,"['drumline', 'drummer', 'fish out of water', 'marching band', 'university']",http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,2002,5.7,2.35
Why Did I Get Married Too?,1391137,Color,781,40.0,121,60072596.0,7664,8,"['question mark in title', 'returning character killed off', 'sequel', 'six word title', 'writer director']",http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,20000000.0,2010,4.4,1.85
Edward Scissorhands,99487,Color,75,111.0,105,56362352.0,357581,0,"['creation', 'inventor', 'magical realism', 'scissors', 'suburb']",http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588.0,English,USA,PG-13,20000000.0,1990,7.9,1.85
Me Before You,2674426,Color,891,151.0,110,56154094.0,44723,0,"['accident', 'caretaker', 'economic hardship', 'quadriplegic', 'wheelchair']",http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130.0,English,UK,PG-13,20000000.0,2016,7.6,2.35
Madea's Witness Protection,2215285,Color,781,31.0,114,65623128.0,7354,5,"['critically bashed', 'culture shock', 'interracial relationship', 'madea series', 'ponzi scheme']",http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,20000000.0,2012,4.8,1.85
Date Movie,466342,Color,892,99.0,85,48546578.0,50415,0,"['female protagonist', 'greek', 'overweight', 'spoof', 'wedding planner']",http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613.0,English,USA,PG-13,20000000.0,2006,2.7,1.85
Return to Never Land,280030,Color,893,80.0,72,48423368.0,13324,1,"['1940s', 'gang that lives together', 'outlaw gang', 'rescue', 'sequel']",http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79.0,English,USA,G,20000000.0,2002,5.8,1.6600000000000001
Selma,1020072,Color,894,364.0,128,52066000.0,61114,0,"['civil rights', 'courage', 'protest', 'selma alabama', 'u.s. politics']",http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212.0,English,UK,PG-13,20000000.0,2014,7.5,2.35
The Jungle Book 2,283426,Color,895,85.0,72,47887943.0,11634,0,"['dog', 'jungle', 'shot gun', 'tiger', 'village']",http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58.0,English,USA,G,20000000.0,2003,5.4,1.85
Boogeyman,357507,Color,561,140.0,89,46363118.0,25960,0,"['boogeyman', 'childhood', 'fear', 'hometown', 'uncle']",http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389.0,English,USA,PG-13,20000000.0,2005,4.1,1.85
Premonition,477071,Color,896,184.0,96,47852604.0,62364,0,"['car', 'car accident', 'housewife', 'sheriff', 'suburb']",http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337.0,English,USA,PG-13,20000000.0,2007,5.9,2.35
The Tigger Movie,220099,Color,897,89.0,77,45542421.0,13319,0,"['cartoon tiger', 'coming of age', 'tiger', 'tigger', 'title directed by female']",http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53.0,English,USA,G,30000000.0,2000,6.3,1.78
Orphan,1148204,Color,434,265.0,123,41573740.0,141663,1,"['alcoholism', 'girl', 'little girl', 'orphan', 'troubled marriage']",http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383.0,English,USA,R,0.0,2009,7.0,1.85
Max,3369806,Color,652,61.0,111,42652003.0,18915,0,"['afghanistan', 'death of marine', 'dog', 'dog adoption', 'man dog relationship']",http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87.0,English,USA,PG,20000000.0,2015,6.8,2.35
Meet the Browns,1319598,Color,107,3.0,30,0.0,1922,2,"['african american', 'character name in title', 'family relationships', 'sitcom']",http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20.0,English,USA,0,0.0,0,3.5,1.85
Epic Movie,799949,Color,692,112.0,93,39737645.0,89687,11,"['chocolate', 'chocolate factory', 'factory', 'orphan', 'student']",http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666.0,English,USA,PG-13,20000000.0,2007,2.3,1.85
Conan the Barbarian,82198,Color,321,166.0,129,37567440.0,113068,0,"['actual animal killed', 'cult', 'evil sorcerer', 'gladiator', 'warlord']",http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,337.0,English,USA,R,20000000.0,1982,6.9,2.35
